"gateway ID","node MAC","UTC timestamp","us count","frequency","RF chain","RX chain","status","size","modulation","bandwidth","datarate","coderate","RSSI","SNR","payload"
"AA555A0000000101","","2015-03-01 21:12:48.180Z",   4478652, 868500000,1, 2,"CRC_BAD",  5,"LORA",125000,"SF12"  ,"4/5",-115, -7.5,"4865EC6C-7E"
"AA555A0000000101","","2015-03-01 21:12:48.208Z",   4500236, 867600000,0, 3,"CRC_OK" ,  5,"LORA",125000,"SF12"  ,"4/5",-119, -4.5,"48656C6C-6F"
