"gateway ID","node MAC","UTC timestamp","us count","frequency","RF chain","RX chain","status","size","modulation","bandwidth","datarate","coderate","RSSI","SNR","payload"
"AA555A0000000101","","2016-01-10 10:18:11.939Z",2243923587, 868300000,1, 1,"CRC_BAD", 13,"LORA",125000,"SF7"   ,"4/5",-117,-11.2,"1E54CDA6-96B0E21E-05DA8A41-4F"
"AA555A0000000101","","2016-01-10 10:18:21.814Z",2253797500, 867800000,0, 4,"CRC_BAD",196,"LORA",125000,"SF8"   ,"1/2",-117,-13.2,"EBA7CC58-D4402542-FAFEAD66-1B327974-66CBF471-7D74C151-A0BB5158-A7FFF48F-C72210C0-F302C1C1-01AEF08E-32DEC1E7-AAF3E55E-9BBB49A2-A31177CE-1AE7A433-B8D1E798-098ECB76-825201A5-E1EA5970-168EF926-5AE2614F-F9CD7DD1-4DEEE056-8E668284-4FF197ED-AC80CD04-ADEC1DD3-C0DA4DCA-7BFCCC67-CDDEF0A8-759CBAB8-E8CFAD2C-026D04D2-CF8B8A2A-A3FD52E2-C29B6CD0-5FA0E96A-6499AFE0-07DD8223-4D8CA377-5272B36E-AA3D235B-D947F49F-848C78A9-B58D530F-13BCF548-2031E94E-4CCA2794"
"AA555A0000000101","","2016-01-10 10:18:35.323Z",2267303356, 868200000,0, 6,"CRC_BAD",115,"LORA",125000,"SF8"   ,"2/3",-119,-13.5,"4D5378B6-616C4940-8AFD755F-AB547E4C-14E80B15-78ABFEDB-B2404ACC-A8D040CE-9C338570-C6E53132-ADB6A022-3414F2F9-963834A5-8056C6EF-11A8CA4F-BA74857C-0647D473-F0434CEA-AB5844AA-BF59EBDB-6720A1AC-1BDEA728-625E02D1-52A5315A-52B2E6DF-30BF3536-D1FD666B-E083B719-67FE54"
"AA555A0000000101","","2016-01-10 10:19:18.306Z",2310283732, 868200000,0, 6,"CRC_BAD",147,"LORA",125000,"SF7"   ,"4/7",-118,-11.2,"1C71CD10-70DA9290-2351EA3E-D6564CC7-770F29AC-72EE6ECD-12396AD8-287F838B-0810CD16-E3579F39-B5B8B5DB-8F90B6E3-707F633E-75B20F05-83526B60-8128203E-0E834F99-8D86688F-DCD60723-2DC0DB08-B7BBBD7B-19385B91-01C4FBF8-F82AED75-A3DF797D-94335F6F-4EDB83F6-93B5E7D4-7E2A5CCD-F21C6A66-E9EA96EA-E8E26880-E3CB6C42-0E49698B-0FDE93D5-7D1AB9F7-984C6A"
"AA555A0000000101","","2016-01-10 10:20:27.230Z",2379208595, 868500000,1, 2,"CRC_BAD", 42,"LORA",125000,"SF7"   ,"1/2",-119,-11.5,"B1EC7CE5-F678776F-24117757-279C3DF9-D8192B7D-783E086F-6CE2B5E4-38003DA7-999E8B05-FF7D0612-B995"
"AA555A0000000101","","2016-01-10 10:20:42.700Z",2394674452, 868200000,0, 6,"CRC_BAD",208,"LORA",125000,"SF7"   ,""   ,-118,-11.5,"705351E5-0D0FC78D-EC52EADC-3E5BFAE3-A95118B6-61C944AE-30204C5C-280153EA-4459D335-A34070D7-609DD778-08714F26-54293F86-7BFF099E-034F62AC-C4260117-6AE7D957-912BEC31-D5685776-4C3196DD-DB8B9CA7-987C4F52-D86C6792-B60FC2C6-9413F0B6-361F63EF-7110E71A-3C0EC9E1-157D263E-C0D23452-67EA0041-207ADB83-BF2E3626-D23D2295-94953589-383896C3-5E1C47C7-B9739F14-8E7A74F9-50086BE7-056171F2-422E7F3E-BFE89E6B-C82949B9-7CAB6083-F3FAE94A-B4EE3515-F68F9474-4FF5E7BD-27948CFE-B5C9B17C-191F9C1E"
"AA555A0000000101","","2016-01-10 10:21:36.398Z",2448372579, 868500000,1, 2,"CRC_BAD", 68,"LORA",125000,"SF7"   ,"4/7",-119,-11.2,"BA654529-A36FFFE2-6BB32D99-9543FCF6-EFDFCEF1-307C0125-1EBC2064-70B5C7F3-6D83FAE0-8183B03F-FF531328-AD75BE6C-3B9F10F3-2BC8358E-A3C41283-8AB37217-D68ECC80"
"AA555A0000000101","","2016-01-10 10:21:54.352Z",2466323227, 868000000,0, 0,"CRC_BAD", 97,"LORA",125000,"SF7"   ,"4/5",-118,-11.2,"2E0EC2B3-F68BD315-6BDE5837-D7666158-C57E6122-8D862E3C-1567D7DC-17C23179-A909A841-8E09FD1A-57550D43-1625434E-390A7D72-9EF1F8A0-FAD1C67D-2CBA5E4E-DAEDDF8B-0330FC43-AE35FED7-38501C6C-F912BD60-1A967CD5-F4ECE551-8D0FB06E-C3"
"AA555A0000000101","","2016-01-10 10:23:18.970Z",2550939955, 868000000,0, 0,"CRC_BAD", 91,"LORA",125000,"SF7"   ,"4/5",-117,-11.5,"1D2300D2-6479BC49-22A14018-90FC2A8B-096BCCB9-BEC6B8FB-0DA1C692-D31153AE-DDD4E983-F0C48F1E-69D6BEA1-25B761BB-DB6C725E-54EFE8B8-8D4F34B5-B1F2C01F-F22BE002-3B5A6F91-642A6B92-56FB3304-67C2BE83-6050466C-8AF1FC"
"AA555A0000000101","","2016-01-10 10:24:19.594Z",2611560492, 868200000,0, 6,"CRC_BAD",189,"LORA",125000,"SF7"   ,""   ,-119,-11.2,"2F3CD66E-A0504A44-2C1FEC12-9AB8303E-40AD224B-BA72E70D-1B4BCEEA-5D1A8DC5-EFB02163-7E019714-AECBDD00-1AF75AA4-CA470F26-2DF6AEE8-2D9C6500-3B955C7D-446ACFDF-AEBB3024-75868E09-CA71EC16-D0DFD687-568E7091-5C51A2D6-56551550-D641C760-0CCF1730-06B0B150-6CC4C472-B9FE2858-041DF44D-89EA01E2-8C52453D-0AE961F3-F1E2D58B-DEF33E3C-9EAC7B3E-C5BFC243-A16325B4-5DF63E2F-591D940C-AC79E364-0579F434-7202E5C9-03445569-04C62706-614AD0FF-679C1F75-0F"
"AA555A0000000101","","2016-01-10 10:25:33.776Z",2685738987, 867600000,0, 3,"CRC_BAD",109,"LORA",125000,"SF7"   ,"4/5",-119,-11.2,"96FB2680-BA3152C6-13DCC37D-B374D828-4C331F26-A2499F6B-335B78E4-BEB6D00B-C6EB4410-A57631A2-F121EE6F-A8696338-0B78B881-2272D807-92201A8D-B3D28A08-D30B84DA-843C639C-C20FAF1F-F27A4E15-C36203F4-5AD98671-2F5B8013-62763A98-8C30DF32-E4F14434-43534EA7-8C"
"AA555A0000000101","","2016-01-10 10:28:16.039Z",2847991508, 868400000,0, 7,"CRC_BAD",215,"LORA",125000,"SF7"   ,"4/5",-119,-11.0,"85725F25-F7F84748-043543E5-7166AAD3-7A4CD961-6518130A-DA2EB87B-4BCBD067-DE7EA361-28DE2FA7-C14B622C-CE5A62D9-2850CC53-884D95C3-7023F5BD-8EF74B85-1296B737-1E9D4CB1-0D04A607-2DA8CBE6-0B114F9B-BE954151-9E9EBBF4-0FACAC02-90216440-4E973E38-F0B6CEC9-F4B18BD1-38374183-E9DE86C7-6D34748C-2575A04E-AAB5EE85-678DB132-F03D5E64-D7D4F208-AFFECAB8-1938134D-802140AC-4C4D66CA-B876EA20-7DC272F2-EDE1F245-23351200-43523F52-512B8DEC-53EF508B-69D71925-229B5573-A7F11CCE-E9DF1CB4-FA37BA06-970A25A1-5A797E"
"AA555A0000000101","","2016-01-10 10:31:48.520Z",3060465380, 868200000,0, 6,"CRC_BAD",200,"LORA",125000,"SF7"   ,"2/3",-118,-11.2,"7FC29E91-B9731C5F-71D6298D-B57A3574-43607948-CEA04F38-DA88BF9A-8A9B96E1-89949B44-E2C9A77C-20EA105B-91C0466D-E12A68B6-BACF0DCE-D09B8569-C4E1DCB3-3AB06863-1A01CA7A-F5EAEA98-4A16F45A-EBB79423-CB60231E-FC077B96-853C647C-7219512B-560A80F9-366C4DD5-033462E1-5EEAF014-B3E512BB-C102456A-2CA3C897-66080CBE-13C9A02C-EFA5EBAA-90678914-FDE59F5A-E39866C9-CE2B31ED-7B6F0604-3D7AB1F6-8FBA7B75-15D2BEF7-BE612E79-05423E22-40F460BC-4BB37F19-B939975E-22B5AF85-B1246A43"
"AA555A0000000101","","2016-01-10 10:31:59.601Z",3071545547, 868000000,0, 0,"CRC_BAD",203,"LORA",125000,"SF7"   ,"4/7",-117,-12.0,"6BF3A691-3B9D4D82-75103F25-00DC97EE-A58D9AA2-D4194E3B-9A814E21-44FB83C3-37E86FF0-5DF6DC8F-239FE9D0-305D2CBB-5CBB4924-21545451-76B9B8B2-1F98CDEA-027CC523-5E115754-00A41A14-22997BE2-E310F33E-90B6E463-440A622D-36B69B06-5A7BD9B6-F5A3027F-37E1035F-5B1EE5A8-938CFDDA-338B3F7D-229B8CFD-D3F7251A-5830C3F7-594303F9-AA1B9EB9-489B0DAE-E96BD714-AB5C537B-D770855D-9E1B32A4-212F8C84-A42FF5F5-8A20FCA7-215325B3-41AE6C3A-76C49956-6979EB80-2759E72B-59A4CBA4-CC44CA72-E09D95"
