"gateway ID","node MAC","UTC timestamp","us count","frequency","RF chain","RX chain","status","size","modulation","bandwidth","datarate","coderate","RSSI","SNR","payload"
"AA555A0000000101","","2016-01-09 22:18:23.718Z",2007411659, 867600000,0, 3,"CRC_BAD",  2,"LORA",125000,"SF7"   ,"1/2",-119,-10.8,"25D5"
"AA555A0000000101","","2016-01-09 22:19:25.314Z",2069006748, 868000000,0, 5,"CRC_BAD", 74,"LORA",125000,"SF7"   ,"2/3",-117,-11.2,"F4868228-DB40B051-0F4BFBEA-7A6FB560-7298BC52-06A58D5C-C3517F40-3375336C-9CC4F4FC-8266B1E5-07D4F815-653C8C53-3037122D-4B7BA201-65FA12BB-D303B772-BC538E9E-B697E88E-1DCF"
"AA555A0000000101","","2016-01-09 22:19:59.119Z",2102808012, 868000000,0, 5,"CRC_BAD",252,"LORA",125000,"SF7"   ,"4/7",-118,-10.8,"FBC3A2ED-B4FAAF2D-E8C8284D-DFFFB898-FBA15D86-31A3FA10-DEF1F48D-176995FD-B28A05FB-8C0CE62B-330376AC-744F27E5-E5F3C3BF-AEA6355E-5E6006F4-4C23679D-1DFCA586-6048720E-FB3BB7C3-14939BAF-847CC5E9-C8F4B1F4-D1C9AF88-4AEE9F12-DD2CAA62-FE9D5F78-0C965E14-0C5DE8BF-4A45E6F9-9DB92EC4-E892D260-EBD69771-29B8B1EE-A1D89A09-4EEDA6DA-E009B5CF-AF09654B-9F94B4CE-2F020389-2E58E477-4C40D384-4C1A7C49-7D47E032-4913930C-0EF3109B-DADD9080-FCAD64E0-444C0ED7-F9EA103E-1745B17E-66D393C2-2C21C2A8-29E9BE3C-50A88021-7CF5FC41-E43FBFCE-5885B664-BEFC70CF-509DB9FC-F6AEE8E9-98E7BDA4-02A7216C-4DC70EEB"
"AA555A0000000101","","2016-01-09 22:20:52.859Z",2156547156, 868000000,0, 5,"CRC_BAD", 66,"LORA",125000,"SF7"   ,"4/5",-115,-11.2,"AE7DC324-1CAA5615-820F86ED-FB9042CD-4C316DF0-66972254-A02A1294-B5FDC8F5-FCB98324-E5B52204-B77BC4E1-9894EBE8-7040F577-8B67492A-CEAA1145-94615725-0A3B"
"AA555A0000000101","","2016-01-09 22:21:00.193Z",2163878500, 868400000,0, 7,"CRC_BAD", 35,"LORA",125000,"SF8"   ,""   ,-119,-14.2,"DDE36B9D-DBB16B27-539933FE-EDBCE92D-8BE2EA34-58F30427-14818A1A-A251CD43-86AC18"
"AA555A0000000101","","2016-01-09 22:22:48.050Z",2271733296, 868300000,1, 8,"CRC_BAD", 80,"LORA",250000,"SF7"   ,"2/3",-115,-11.5,"D987659D-EEEBE1D4-1300A06A-C5B919E5-62BB83F4-581721AA-B6511C59-B361EC66-D2EFB81E-F3442BBB-3F55FBA4-C6E22246-BF049A1E-0BEDC6E4-BBE227C7-B6C45059-F07B196B-2411EB00-FE69E672-CBD12270"
"AA555A0000000101","","2016-01-09 22:24:21.286Z",2364967316, 868400000,0, 7,"CRC_BAD", 37,"LORA",125000,"SF7"   ,"2/3",-120,-11.5,"621BB63F-0BB6EF9C-8419C417-5EE8D8C1-1AC70BE7-EC4EACEE-3C9D24A7-0AF47586-CADDFEF4-C2"
"AA555A0000000101","","2016-01-09 22:26:00.823Z",2464499444, 868300000,1, 8,"CRC_BAD", 20,"LORA",250000,"SF7"   ,""   ,-118,-11.2,"C93B98ED-5DE89FC8-86CF0FC8-B1F07E92-8CD59AEC"
"AA555A0000000101","","2016-01-09 22:30:27.448Z",2731109603, 867800000,0, 4,"CRC_BAD",148,"LORA",125000,"SF7"   ,"4/5",-115,-12.0,"874BA0F3-B533D644-5DA6BA72-ECBBAAA7-38FFB97E-42FAA43D-6657CC9D-4CCBB6E3-5ADD2FE4-BD09B87E-D8A94D74-50A0D041-FDA73273-2A73C292-28346BF0-92F376A8-327CC70F-BA84C3C8-22E72D43-708060E5-2AD0FAF9-F2C55DE4-DF0829B5-C8BCCBE5-9849F34A-9365614C-BDC9AE7E-B852142A-1AB49705-105B606D-D22DE1D4-E6AC0036-E4BCB9AE-32095D78-CF70680F-0AAD5E9B-954940EA"
"AA555A0000000101","","2016-01-09 22:31:36.675Z",2800331355, 867800000,0, 4,"CRC_BAD",230,"LORA",125000,"SF7"   ,"4/7",-115,-11.0,"F4B91B50-9B9D4596-85CEA4DB-B69FE0C6-9CCE9EB4-46229116-B5CF11D4-5C5ED649-2CF9C3B9-A80C50EA-54E15795-550817F3-F76DEA72-120B18F2-26EE50FC-C5166A9A-23237DD1-0C734EB1-3C71539C-855E2F52-4042ADEF-3A6E251E-028203C6-F82F7ED1-FEAE4532-9D8CB3EF-CC523068-6FD3E9E0-7883DFF5-15554848-76DD8FE5-FF04EB9C-D1C6306B-786C664D-DA5D1B69-D1927BBE-1CC869F0-81D72955-D889162C-C49B137D-52102201-D3B6C8A2-E01019FA-5BA1F6C2-9D4E7E23-494D8932-47A09DAC-F733CA38-55FEFEFF-39AA0F3A-562CDCD7-3C7EB2D3-B621D66C-F49E0B2A-C20C7173-18907119-450C7335-50AD"
"AA555A0000000101","","2016-01-09 22:31:58.078Z",2821735099, 868300000,1, 1,"CRC_BAD", 77,"LORA",125000,"SF7"   ,"1/2",-118,-11.0,"5BB2A4C8-A21151AF-B55EBF10-DA2E991F-A235F841-70095A51-344C4819-0B52356D-C7BCCBF8-BE538A6F-ABC9F449-65CF1840-2A3A6833-CBDE6F8E-B5214D0D-AE99E9A2-E049DBD2-0BD4515D-0E08663D-F1"
"AA555A0000000101","","2016-01-09 22:33:42.220Z",2925873315, 868300000,1, 1,"CRC_BAD",145,"LORA",125000,"SF7"   ,"4/7",-118,-12.0,"5ED606F4-E5DE154D-4AE7EB9F-EBB0C254-C1390589-64D8C5D7-D8866856-3C65632A-BE50135C-A4FE94B5-7F5F93B3-2C60E318-616A463C-9D929ED4-E33D130D-A30181AF-6C794AA7-9D80D8F1-131C1DDD-8FAF85DA-2659DDC1-BD801751-8C43F639-3FB1757E-08EF6B65-3E4B0678-A6AF6C66-C716D39A-DE279D4D-0455A9D0-285ACA05-3DBEE3A2-8C9CBA63-4BC611D3-898C2A38-4E31C290-28"
"AA555A0000000101","","2016-01-09 22:33:48.821Z",2932470556, 867800000,0, 4,"CRC_BAD",240,"LORA",125000,"SF8"   ,"4/7",-117,-14.2,"2976274A-F7A1DB04-0DCFB6FE-BC41A0CD-5D801CD9-C7023C0D-6C05E525-93674358-E8AF4ED6-0247C15B-3524D13B-1FD4D27D-5B9DAC62-8AF1BFCF-4E9BFDB1-A064BBAD-DEB298AE-C62C6F06-9A121F85-4107242B-A9627476-C22628D0-7DA39079-66B26251-4A67E623-10A73026-3A32234B-B06577A7-81CBD0C5-6E718C6E-DA6C8754-D50207B5-FE9F6426-3FC2717A-7829F541-53547A3E-E1839801-E94AECCC-853A94C4-3A3453E2-FE7026D2-3B4678E6-E6A0D638-94A81A20-7CAF2601-4CB80B0E-6D90838E-F22D02D1-410EA4D2-3E202314-E32A53AA-7B9ECB59-3410846D-D71308F6-7E002377-E13C8AEA-3909EC8E-2B1B28E5-80D28E45-49035253"
"AA555A0000000101","","2016-01-09 22:36:01.286Z",3064927763, 868500000,1, 2,"CRC_BAD",177,"LORA",125000,"SF7"   ,"2/3",-117,-11.0,"933E6CE2-7DA558B3-04B3690D-4154528D-04A07B3C-FFB18153-AB9E3A88-7B5FB31C-FC9FAC22-82A689BC-E3992C2B-A76BD4DB-5D38C475-562D1BD9-FA6947C7-C54DA9A7-EEA6ABF3-43A396A8-302E0733-5E0B98F4-87BF0FC5-636F1D74-EB053479-5B7B43F2-B8C30D2B-313AF97C-0871D533-32AE4A22-CD8C8E9D-99FA86B8-69B97AD5-8D200D34-BDA71717-3888E218-C08E54EB-96761684-BF28019E-D4BA1511-1FB524A7-BFC62555-A350D6E8-8C915456-04A4353A-0CC90F9B-B1"
"AA555A0000000101","","2016-01-09 22:36:45.689Z",3109331164, 868400000,0, 7,"CRC_BAD", 80,"LORA",125000,"SF7"   ,""   ,-113,-12.0,"E7ED2217-D6A824AE-021FB6D7-35817B59-DE85C9F3-31AF4F26-6F290044-AA7C81CA-359C42CA-7F1FF355-A8022157-81053CBE-34D21A27-AC8E22E8-62EEEB9D-64677B99-DD82FBEA-8AA74672-A66FA06E-212BC438"
"AA555A0000000101","","2016-01-09 22:39:53.284Z",3296918468, 868200000,0, 6,"CRC_BAD", 38,"LORA",125000,"SF8"   ,"4/5",-118,-14.8,"5B604350-F46378A1-C875F9F0-67F963FB-69D072DC-7FF28F60-5BF5A0C4-480CB2BC-4D2B3647-B8C4"
"AA555A0000000101","","2016-01-09 22:40:25.455Z",3329088236, 868000000,0, 5,"CRC_BAD", 40,"LORA",125000,"SF7"   ,"4/5",-115,-12.0,"042E744B-ED0931CB-B3BB2CE6-53EB68A0-59632A1A-EC065980-8D1D455C-00E0E38C-8F2D48A3-78B04073"
"AA555A0000000101","","2016-01-09 22:41:03.026Z",3366656787, 867800000,0, 4,"CRC_BAD",172,"LORA",125000,"SF7"   ,"4/7",-117,-11.0,"D829FD3F-53889765-9547DFEA-C0E0F1C0-4C3AD730-BE195F99-2EE09C39-53C034F6-11C822C6-C90A67FC-86B95A99-85F0C21D-2007583D-5A88ED62-64A44141-00D23C5F-774E98B0-37AFE1BE-B6A280CD-02382817-8D48B771-EB615FC3-45F8F84D-9D950F9C-D342D29F-0179061C-3ADCB99A-B1847BDF-7FB45295-07A29944-A49E34C1-5ADA7644-665475B6-1EB80197-D2DD62D0-CF61CFFF-028B5C09-1B572443-C5B1BA25-D0D2AE88-21D80B82-433F481F-227196A4"
"AA555A0000000101","","2016-01-09 22:42:38.499Z",3462125564, 868000000,0, 5,"CRC_BAD",183,"LORA",125000,"SF7"   ,"4/5",-117,-11.0,"27A574E0-B223FAE7-9680477E-493F91F3-E29F1909-67EC2CEE-64292256-C3961C77-4B04FE21-64511572-9B42578B-EAA59A6A-ADBF771D-68688AF3-142C7ABF-35EF5EDC-AAEEF495-522A4011-8AEF88C6-0E83932A-822B256C-3956E5A5-CAB85759-79B978B9-715FA375-270E62C4-105696C3-08F346D4-EBE7C8CA-6D031CEE-C31C17AE-D08CE476-FCF41776-2B5C766C-D4520F5C-0E31972E-271C5DDD-7EB807A4-AF0B2C24-DDA543D5-8B96F326-4FDB0C6E-7AB6DB20-143EAE49-46EAF866-126E06"
"AA555A0000000101","","2016-01-09 22:44:08.498Z",3552124012, 868000000,0, 5,"CRC_BAD", 20,"LORA",125000,"SF7"   ,"2/3",-117,-11.2,"36C0BCAA-4F2861E1-0F70A608-8538A8E8-935985A8"
"AA555A0000000101","","2016-01-09 22:45:28.084Z",3631700084, 868400000,0, 7,"CRC_BAD",228,"LORA",125000,"SF7"   ,"2/3",-119,-11.2,"BDA07824-A007F3C9-9B1B1D93-907D96A9-CE5C1772-B48F24A8-66147DCE-1C6D2C6E-9CE88E61-725D7A7A-2AC70C8F-8C217BB3-A3CCB6AB-2044F8DF-C89443A5-DDA0F529-CFA8987A-AF42A1B7-61E56482-C5A5ABAC-266B467D-506444E2-E80BCE3A-6646BF69-B4DFF835-D5FECB80-07F35F16-CA32BCA1-30F767F9-325C78A7-B730C27E-FCC944B8-E35CF9CB-F5A18AAB-15C9A6B0-88F5EDC2-8ADC1942-75418260-E4104A7A-FEF1F983-B4B43C4A-167D4678-964D2113-2A050540-E69BC93F-71BD5173-24A14AAE-1336F656-7E372F6D-80FB5E99-E4E41EB8-00F1BFBC-F2B59987-9EBC1DD9-47DE921A-52AE96DD-C0DD9B30"
"AA555A0000000101","","2016-01-09 22:45:58.515Z",3662131548, 868400000,0, 7,"CRC_BAD",210,"LORA",125000,"SF7"   ,"2/3",-118,-11.8,"6D31CE77-333F7268-0CB95D8A-4CDF997C-3F0FE6D2-42FC53D8-E8C2A973-2FB2E88F-2DED0DA1-D096E487-5946951E-1D90DBA5-BBFFC495-4A459785-73E054F7-AA8C58AB-9FDB4909-F854A291-6984F321-5B98E687-C75247D0-307B2DEF-BA5B7433-9AAD1E29-2C999B9F-AA30CFDF-55417D37-4B6372BB-8D8EC146-99FD225E-B4139234-13402F2C-B4C8EF85-369974DB-31955B1C-F13D3BB4-847FABAB-CD21C100-08CD28A3-C8882030-4067B636-6E608AB6-23217A0D-F4D8618D-3794F71B-DCDDB869-1902ED8D-76E69B82-4A6CB865-138192ED-856A0BD6-C1989522-A70A"
"AA555A0000000101","","2016-01-09 22:51:09.693Z",3973293827, 868300000,1, 1,"CRC_BAD", 42,"LORA",125000,"SF7"   ,""   ,-115,-11.2,"76F6A664-E1C84AC8-DB19638B-7D59F7D7-91F88DB9-5384F317-47A22484-82D3C603-AE1DACF2-7B1FE7AF-75C2"
"AA555A0000000101","","2016-01-09 22:51:17.299Z",3980901443, 868300000,1, 1,"CRC_BAD",170,"LORA",125000,"SF7"   ,"4/5",-118,-11.2,"4889BCE0-F3F7F78B-BF50A3BC-2453D964-CB42D4B4-833F3181-00461235-C2D7F048-5FBCDC15-B5C91ABB-2F5ED6ED-F9E36E5C-D7E64A99-CEBAA481-CC75E7AD-D83C5248-2FF2A5D1-6B32A5AD-FBD44107-3CFD0B4E-8468DFAC-D1EAE652-B84BF9EE-ED14D20B-6924966A-C8969ED1-5D7ADDA4-AFB539BA-6BA94F40-891D96C6-D41DE6F8-9199CB2F-ED16FBEF-7AA911C2-C2B94661-0332C6D0-76DDA1B6-FD99CF63-66129108-409E731B-370DBD6A-F9D26C74-8EAD"
"AA555A0000000101","","2016-01-09 22:51:25.459Z",3989063795, 868500000,1, 2,"CRC_BAD",173,"LORA",125000,"SF7"   ,"4/5",-118,-11.8,"805818D0-F268BED5-9B66074C-652E0842-4A9B2F25-E0AA068E-0546EC8D-C9A2328A-6FE9BF71-62ED4889-CC1E9A1C-3CDADC14-ED1D0FA1-C3726546-46A3D5D2-72FB81A0-54EF85A5-B7A21B24-4EBE4057-F751C9D8-AB1AF46D-06FD00DB-C3393B58-72E819B0-FD685B19-B4409098-51F0019D-649976BB-BB99ABFF-2ACD4274-584C3156-1C020481-B2A96D41-5E43A10F-D1362C36-00D7C77D-593A0DB7-87261800-CEC273B4-3BE03D12-74ED7A7F-44F0D655-D1B19E4A-79"
"AA555A0000000101","","2016-01-09 22:52:43.070Z",4066668360, 868300000,1, 8,"CRC_BAD", 36,"LORA",250000,"SF7"   ,"4/7",-116,-11.2,"C4E92A41-048F3981-3289FDB2-7A410130-587B6B47-79CEB5E6-D83C6B81-E7EBBECD-29C90AB2"
"AA555A0000000101","","2016-01-09 22:55:21.138Z",4224726172, 868000000,0, 5,"CRC_BAD",193,"LORA",125000,"SF7"   ,"2/3",-119,-11.8,"82C3CEB0-32F1F969-6A21ECB7-39DCC8E6-C28C12EC-9684B11D-8260D795-BAC6964B-D6AD495A-6CCE33BA-06CB2969-50C70345-0D1309BA-9BDA2E5F-B910AC08-AEBBB3BD-F4BC7144-22136897-E8B22AFB-E8C4D3F9-649BB656-8F43922A-B75E29F9-D5B99E7B-D2D7A7F3-44A02E3F-2951E641-F6F6EC04-9666C02C-7266EDC4-306D72E8-8F12A013-EE688B74-65A7BD1D-4AC02674-ECF4C14D-0B747B46-5952E7C3-3FE2FA7F-FC55D5C3-762309F7-85850B80-EB88D4B3-67908409-BF91BFF3-8A19B24E-4DD60FFE-CEC879FF-C7"
"AA555A0000000101","","2016-01-09 22:55:59.785Z",4263372731, 868500000,1, 2,"CRC_BAD",160,"LORA",125000,"SF7"   ,"1/2",-119,-11.0,"F621B7B6-7CBE0226-7B34ECA2-B40E0A3E-BE535398-D613F474-E830B19F-C37AA825-8605665A-315EDDB0-1086A7C8-EAB0140C-CE2970FB-FD211276-DC933181-20572A30-4F55F639-E5D11434-BCE5A582-C7722EEB-C412886E-076F89E4-B37975B4-7FEE6C43-48BC7C47-1FA2B89E-73C02F05-5FA9B5AD-41D64BBE-0B899D52-CA493684-982022A0-48C71AC5-887F8104-C651105E-243AEE80-DDD75DBA-FE68D851-A25E98AE-C0B96991"
"AA555A0000000101","","2016-01-09 22:56:37.226Z",   5845268, 868200000,0, 6,"CRC_BAD", 38,"LORA",125000,"SF7"   ,"4/5",-119,-11.0,"59E0A687-D3D0046F-3A56B1F0-CB6AD1A2-435A1FE6-909B2D29-8C18D215-30EE3F61-8C2B8BCD-9AD9"
