"gateway ID","node MAC","UTC timestamp","us count","frequency","RF chain","RX chain","status","size","modulation","bandwidth","datarate","coderate","RSSI","SNR","payload"
"AA555A0000000101","","2016-01-10 07:22:21.343Z", 283755395, 867600000,0, 3,"CRC_BAD", 76,"LORA",125000,"SF7"   ,"4/5",-120,-11.5,"C663CCB9-31225276-7A0B3E47-A88276E8-5E3B9E60-46A04B3B-4E90E17C-245A68EE-DEC0DA8A-2AE06502-B4BD6575-C140E592-97FA015C-742AFA1D-194F9771-09642BEE-3C1F8F05-3AD4DCA4-64328CA7"
"AA555A0000000101","","2016-01-10 07:25:03.156Z", 445562020, 868300000,1, 8,"CRC_BAD",212,"LORA",250000,"SF7"   ,"2/3",-116,-12.2,"0E0110E8-35E5021D-99270B7B-84905725-AD9D1059-8C4C8EC3-85EB61B8-2994FD32-728C7949-E34DD27A-60C0394B-0E41B74B-29E18060-8DA0D8CF-BCE965C5-7AE9229F-77090B6E-5DAAC4EC-8C32971F-5A08F8BC-0271452D-111EEEC1-CCEBB972-BF769F87-A2B35640-7F5D5B66-C47B254F-FF1DCDAD-43C25FD6-17D61AEC-EC2F17E0-E04A9198-C13CCB6F-03F7176E-6F4079B4-270D0B5E-7F6B04E6-FF3E20C8-F4C93CCF-AE174B69-5B6DDC2E-E5460A73-031326AA-203FF5E5-FCA275D9-BC84FA49-73536A88-60108BC4-F6366A09-A5714C43-BDBA860A-1F3C0759-4DFB1767"
"AA555A0000000101","","2016-01-10 07:25:38.476Z", 480879116, 868200000,0, 6,"CRC_BAD",228,"LORA",125000,"SF7"   ,"4/5",-119,-11.2,"DCD76A73-D9B53B8B-BFC61DEB-7412CC7B-BE448DF2-65990E5F-5A1AE5B0-5AC146B4-17A7E906-9570A3E2-24F12C98-9083D311-1046DB32-4F534642-847A34F4-8FA38DA5-A9B9463A-238923BD-005096E2-323D7797-B42607A8-42488560-AF0EA2E6-CED9C868-C8037275-54038623-CB10F303-4119788F-A0C48161-D6515552-AA05E828-97CCA1C2-8B491EB3-77A51CAE-0D8E362E-0DA2FC66-A2956BBF-40611BE4-FC28C982-A896696A-A526259E-0CD1D7B8-56B63C3D-22E393D9-93EE5357-980B55EA-F3E23DB1-E39F8D0D-13E5417E-2832F8A4-7F5171E9-D67EF93B-D5EF268D-7522A0E1-B09C9B92-5BE60CC6-1B5EDE0D"
"AA555A0000000101","","2016-01-10 07:33:29.475Z", 951858292, 868300000,1, 8,"CRC_BAD",136,"LORA",250000,"SF7"   ,""   ,-117,-11.8,"13990163-546EA8D3-6D38045C-B4F086D2-2C111375-7219FD99-ECDE3FFE-111A6172-CF783786-B64B7084-13C3DC1E-2BFED2CA-FF216479-2C47E330-CFF9C06E-BF65D4FC-4480509E-772F880C-50951A13-52394EDE-A0CEC27D-D9D38EF4-AE9CD2C6-EAB52FFC-E79B9D7F-E0057980-A09BD50E-A50DAE67-E473EDC0-9CAA3249-BBB3ECF9-3EE8EE62-958DD23A-B6949DE3"
"AA555A0000000101","","2016-01-10 07:34:13.963Z", 996341771, 867600000,0, 3,"CRC_BAD",130,"LORA",125000,"SF7"   ,"2/3",-120,-11.2,"C5B24B27-CBF62CB5-A9DB4677-39C24F69-270D3308-C7C0AD1E-9BA925C5-D8243CED-B74EC66D-F81EFFED-6288E7AE-CF4142E1-E80D81AE-501DBDE9-6721ED24-D2024FAD-DDB8813C-B30CEE1D-525D0352-69477C74-C476BB1D-5A8E4ECA-B8A535EC-1C398D5C-52E5C30E-9614AF4E-ECA711E9-5BBAB9CF-4D7C31BD-F1CE969A-FEE25923-54E69198-BF5A"
"AA555A0000000101","","2016-01-10 07:35:06.374Z",1048751507, 867800000,0, 4,"CRC_BAD", 98,"LORA",125000,"SF7"   ,"4/5",-120,-11.2,"1CDAEAC0-62153157-2851344B-75E67C23-0572FCC2-70C82253-B365632A-C39B2647-961BAC06-C4C43B45-D85975FA-87B448E1-99B497E4-3E2D8DC2-4427B4CB-5320DD8B-3C67C864-C76D9A82-0F65C237-C0672B13-9ACDC7DD-BA28F27D-2E57838B-C14EA124-F701"
"AA555A0000000101","","2016-01-10 07:42:03.353Z",1465710516, 868200000,0, 6,"CRC_BAD",147,"LORA",125000,"SF7"   ,"4/5",-120,-11.2,"929D23EA-09E182BA-3BFD4487-65A69CD7-D649213F-46586739-D86047A5-B047A449-0C266B41-C9113EBA-FD80A136-E7C8F3A2-A9080372-12192A8F-BFA0A41C-F5486053-6400F485-9B6B94D4-C6CDCDD9-83300034-E22B17F3-C07DD4CA-26ED07D0-DE4E41F6-D304EACB-8715AEA7-05CF2CBF-750618F3-6B34A68F-2F996765-CDC3369C-C2390040-6ACF1F16-45FB437F-5F9B9FA3-C533AC1A-A04B38"
"AA555A0000000101","","2016-01-10 07:44:18.510Z",1600858820, 868200000,0, 6,"CRC_BAD",242,"LORA",125000,"SF7"   ,"4/5",-119,-11.0,"77DE1B78-2D0CC951-6603B477-7C48380D-E78FFE45-FCA5BBC3-04E74CD8-C9880BE8-FC8820C3-B7EF0144-5DB7BF2C-DA423943-43C14B6C-139CF128-039BD223-6BEE7FD4-49653366-2E544DBE-FBD2425C-425F2F66-867BFF27-F50D7B26-4D0CEC28-83BDA796-C08D135B-8C4720A2-26E24EEB-041491F1-C676A9C3-9FFCCDE8-784D2737-1890EC97-DEFBF121-D902C1E8-4B00783A-8A69ADA3-BC448274-57BBA311-361EDE54-B1063C66-933A1389-4BFA72AC-AF184269-6B9614D2-72CD98CC-87230B43-2049ACF5-944B9641-9ECDE6DC-B16E7CCF-84C09916-E899EF82-285A349A-2142DBD0-DAD5D828-68D2B310-0A09C61B-A05C4620-EA506DBA-E734BBDB-AE4F"
"AA555A0000000101","","2016-01-10 07:46:16.810Z",1719155204, 868400000,0, 7,"CRC_BAD",138,"LORA",125000,"SF7"   ,"4/5",-120,-11.8,"652C5DE4-E984D77D-011FFE5E-28C5208A-E8442EC4-24BF6E13-A185C341-8A889EDD-954B0B69-92160C99-768B733F-812A10BB-8D0B127C-8B3589CD-AC326B5C-DE0ED464-90FB6BEC-BE20698F-FF538E1A-26500A4A-755F1217-091CF903-914A2676-5B6938B5-992F436F-5AAD9D90-3766D527-E6FB9041-9BA6884B-5791D5CF-CC5937C3-AEE77B53-FB8ACFE4-46EABF8F-BD8A"
"AA555A0000000101","","2016-01-10 07:47:02.211Z",1764555915, 868300000,1, 1,"CRC_BAD", 73,"LORA",125000,"SF7"   ,"4/7",-119,-11.5,"C7B55E1C-E90511E3-68D85C2F-72A8852F-3E115100-67AB9C11-FE08EBEE-8B8EDB22-EF67148A-54CCA7FC-DE82DFFD-FA0641D4-64AB7D66-BCF50633-4450292D-1A924D21-86207D1D-A5DDF067-2A"
